company,ticker,fiscal_year,leverage,equity_ratio,debt_to_equity,net_margin,distress_label,delivery_gwh,delivery_yoy_change,delivery_volatility_3yr
Entergy Corporation,ETR,2016,0.8239427372092204,0.1760572627907796,4.679970165095464,,0,112595.0,0.0446646440467243,0.0210719741487458
Entergy Corporation,ETR,2019,0.8023414199606557,0.1976585800393442,4.059228897632211,,0,115911.0,0.029450686087304,0.0174254005995758
Entergy Corporation,ETR,2022,0.7787022317241017,0.2212977682758982,3.518798394538129,0.0801472686063165,0,120129.0,0.0363899888707715,0.0062190420680052
Xcel Energy Inc,XEL,2010,,,,0.0733040330825093,0,,,
Xcel Energy Inc,XEL,2013,0.7178809165762491,0.2821190834237509,2.5446024702198944,0.0868750138571764,0,,,
Xcel Energy Inc,XEL,2016,0.7322075082007047,0.2677924917992954,2.73423464295436,0.1011074097416044,0,,,
Xcel Energy Inc,XEL,2019,0.7375713606089439,0.2624286393910561,2.8105597099478814,,0,116317.0,,
Xcel Energy Inc,XEL,2022,0.7274792442962672,0.2725207557037327,2.6694452773613198,,0,116885.0,0.0048832070978446,
Duke Energy Corporation,DUK,2008,0.6045744861239332,0.3954255138760668,1.5289212883552503,0.10312712955251,0,,,
Duke Energy Corporation,DUK,2009,0.6186886395511921,0.3813113604488078,1.6225287356321838,0.0844395569868824,0,,,
Duke Energy Corporation,DUK,2010,0.6188525977322729,0.3811474022677272,1.6236568688393571,0.0924887892376681,0,248801.0,,
Duke Energy Corporation,DUK,2011,0.6357995074049195,0.3642004925950804,1.7457403829264009,0.1174203317502925,0,236032.0,-0.0513221409881793,
Duke Energy Corporation,DUK,2012,0.6410992833052277,0.3589007166947723,1.7862858820938257,0.0900937627395026,0,236116.0,0.0003558839479392,0.0258390124680592
Duke Energy Corporation,DUK,2013,0.6399167095026094,0.3600832904973906,1.7771352528429711,,0,242240.0,0.0259364041403378,0.0321348963485473
Duke Energy Corporation,DUK,2014,0.6613757052083937,0.3386242947916063,1.953125382262997,,0,247387.0,0.0212475231175693,0.011119598342833
Duke Energy Corporation,DUK,2015,0.6721004325002476,0.3278995674997524,2.04971430009817,,0,,,
Duke Energy Corporation,DUK,2016,0.6909257989921739,0.309074201007826,2.2354690127458388,,0,,,
Duke Energy Corporation,DUK,2017,0.6973548733268559,0.3026451266731441,2.304199908958049,,0,,,
Duke Energy Corporation,DUK,2018,0.6986285352701662,0.3013714647298338,2.318164182851405,,0,,,
Duke Energy Corporation,DUK,2019,0.7052216723957743,0.2947783276042257,2.3923796505916024,,0,,,
Duke Energy Corporation,DUK,2020,0.7046333472916718,0.2953666527083282,2.3856225502460178,,0,,,
Duke Energy Corporation,DUK,2021,0.7093173415415097,0.2906826584584903,2.4401777020447906,,0,,,
Duke Energy Corporation,DUK,2022,0.7230439225991937,0.2769560774008063,2.610680832083046,,0,,,
Duke Energy Corporation,DUK,2023,0.7223632365328193,0.2776367634671807,2.601828473692784,,0,,,
Duke Energy Corporation,DUK,2024,0.7309960663936933,0.2690039336063066,2.717417758892413,,0,,,
